43,329.67032967033,13,2,1,30,1,0
43,-156.25,13,2,1,30,0,0
17185,329.67032967033,8,2,1,45,1,0
17679,-135.135135135135,8,2,1,45,0,0
19822,-96.1538461538461,8,2,1,45,0,0
20646,-119.047619047619,8,2,1,45,0,0
21141,-156.25,8,2,1,45,0,0
21800,-106.382978723404,8,2,1,45,0,0
22460,329.67032967033,4,2,2,70,1,0
22624,-96.1538461538461,4,2,2,70,0,0
38036,-96.1538461538461,4,2,5,70,0,0
38119,-96.1538461538461,4,2,6,70,0,0
38201,-96.1538461538461,4,2,7,70,0,0
38284,-96.1538461538461,4,2,2,70,0,0
48834,329.67032967033,3,2,2,70,1,0
49823,-100,3,2,2,60,0,0
49987,-100,3,2,5,60,0,0
50152,-100,3,2,6,60,0,0
50317,-96.1538461538461,3,2,2,60,0,0
50812,-80.6451612903226,3,2,2,60,0,0
51059,-80.6451612903226,3,2,2,5,0,0
51141,329.67032967033,4,2,2,60,1,0
51141,-156.25,4,2,2,60,0,0
51635,-135.135135135135,4,2,2,60,0,0
52130,-119.047619047619,4,2,2,60,0,0
52624,-106.382978723404,4,2,2,60,0,0
53119,-119.047619047619,4,2,2,60,0,0
53778,-156.25,4,2,2,60,0,0
54272,-135.135135135135,4,2,2,60,0,0
54767,-119.047619047619,4,2,2,60,0,0
55261,-106.382978723404,4,2,2,60,0,0
55756,-119.047619047619,4,2,2,60,0,0
56415,-156.25,4,2,2,60,0,0
56910,-135.135135135135,4,2,2,60,0,0
57404,-119.047619047619,4,2,2,60,0,0
57899,-106.382978723404,4,2,2,60,0,0
58393,-119.047619047619,4,2,2,60,0,0
59053,-156.25,4,2,2,60,0,0
59547,-135.135135135135,4,2,2,60,0,0
60042,-119.047619047619,4,2,2,60,0,0
60536,-106.382978723404,4,2,2,60,0,0
61690,-156.25,4,2,2,60,0,0
62184,-135.135135135135,4,2,2,60,0,0
62679,-119.047619047619,4,2,2,60,0,0
63173,-106.382978723404,4,2,2,60,0,0
63668,-119.047619047619,4,2,2,60,0,0
64327,-156.25,4,2,2,60,0,0
64822,-135.135135135135,4,2,2,60,0,0
65316,-119.047619047619,4,2,2,60,0,0
65811,-106.382978723404,4,2,2,60,0,0
66305,-119.047619047619,4,2,2,60,0,0
66965,-156.25,4,2,2,60,0,0
67459,-135.135135135135,4,2,2,60,0,0
67954,-119.047619047619,4,2,2,60,0,0
68448,-106.382978723404,4,2,2,60,0,0
68943,-119.047619047619,4,2,2,60,0,0
69602,-106.382978723404,4,2,2,60,0,0
71250,-106.382978723404,4,2,7,60,0,0
72239,329.67032967033,5,2,2,70,1,0
72239,-96.1538461538461,5,2,2,70,0,0
73557,-96.1538461538461,5,2,7,70,0,0
73888,329.67032967033,6,2,2,70,1,0
73888,-96.1538461538461,6,2,2,70,0,0
75206,-100,6,2,7,70,0,0
75370,-100,6,2,2,70,0,0
75536,-100,6,2,7,70,0,0
75700,-100,6,2,2,70,0,0
75866,329.67032967033,5,2,2,70,1,0
76195,-96.1538461538461,5,2,2,70,0,0
77184,-96.1538461538461,5,2,5,70,0,0
77514,-135.135135135135,5,2,2,70,0,0
79162,329.67032967033,4,2,2,70,1,0
79162,-96.1538461538461,4,2,2,70,0,0
100013,-96.1538461538461,4,2,5,70,0,0
100096,-96.1538461538461,4,2,6,70,0,0
100178,-96.1538461538461,4,2,7,70,0,0
100260,-96.1538461538461,4,2,2,70,0,0
102568,-87.719298245614,4,2,2,70,0,0
102898,-96.1538461538461,4,2,2,70,0,0
105205,-87.719298245614,4,2,2,70,0,0
105535,-96.1538461538461,4,2,2,70,0,0
107843,-87.719298245614,4,2,2,70,0,0
108172,-96.1538461538461,4,2,2,70,0,0
110480,-87.719298245614,4,2,2,70,0,0
110810,-87.719298245614,4,2,3,70,0,0
110975,-96.1538461538461,4,2,3,70,0,0
113118,-87.719298245614,4,2,3,70,0,0
113612,-96.1538461538461,4,2,3,70,0,0
115837,-96.1538461538461,4,2,5,70,0,0
115920,-96.1538461538461,4,2,6,70,0,0
116002,-96.1538461538461,4,2,7,70,0,0
116085,-96.1538461538461,4,2,3,70,0,0
118392,-87.719298245614,4,2,3,70,0,0
119546,-87.719298245614,4,2,7,70,0,0
119876,-96.1538461538461,4,2,2,70,0,0
121359,-87.719298245614,4,2,2,70,0,0
121854,-96.1538461538461,4,2,2,70,0,0
126634,-87.719298245614,4,2,2,70,0,0
127129,-96.1538461538461,4,2,2,70,0,0
131909,-87.719298245614,4,2,2,70,0,0
132403,-96.1538461538461,4,2,2,70,0,0
137183,-87.719298245614,4,2,2,70,0,0
137678,-96.1538461538461,4,2,2,70,0,0
139821,-87.719298245614,4,2,2,70,0,0
140645,-96.1538461538461,4,2,2,70,0,0
140975,-87.719298245614,4,2,2,70,0,0
141469,-96.1538461538461,4,2,2,70,0,0
142211,-96.1538461538461,4,2,5,70,0,0
142293,-96.1538461538461,4,2,6,70,0,0
142376,-96.1538461538461,4,2,7,70,0,0
142459,329.67032967033,6,2,2,70,1,0
142459,-106.382978723404,6,2,2,70,0,0
143777,-185.185185185185,6,2,2,70,0,0
144107,-185.185185185185,6,2,4,50,0,0
144437,329.67032967033,8,2,2,50,1,0
144437,-185.185185185185,7,2,2,60,0,0
146415,-106.382978723404,7,2,4,60,0,0
146579,-106.382978723404,7,2,5,60,0,0
146744,-96.1538461538461,7,2,2,60,0,0
148887,-96.1538461538461,7,2,5,60,0,0
149382,-96.1538461538461,7,2,6,60,0,0
149546,-96.1538461538461,7,2,7,60,0,0
149712,329.67032967033,5,2,2,60,1,0
149712,-96.1538461538461,5,2,2,60,0,0
151360,329.67032967033,8,2,2,60,1,0
153502,-100,8,2,5,60,0,0
153557,-100,8,2,6,60,0,0
153612,-100,8,2,7,60,0,0
153666,-100,8,2,2,60,0,0
154657,329.67032967033,6,2,2,60,1,0
154657,-96.1538461538461,6,2,2,60,0,0
156635,329.67032967033,8,2,2,60,1,0
158695,-100,8,2,5,60,0,0
158777,-100,8,2,6,60,0,0
158860,-100,8,2,2,60,0,0
158942,-100,8,2,6,60,0,0
159024,-100,8,2,7,60,0,0
159107,-100,8,2,2,60,0,0
160261,-96.1538461538461,8,2,2,60,0,0
161909,329.67032967033,5,2,2,60,1,0
161909,-96.1538461538461,5,2,2,60,0,0
